symbol	kind	current_symbol
OR5BM1P	approved	OR5BM1P
OR5BN1P	approved	OR5BN1P
OR5BN2P	approved	OR5BN2P
OR5BP1P	approved	OR5BP1P
OR5BQ1P	approved	OR5BQ1P
OR5BR1P	approved	OR5BR1P
OR5BS1	approved	OR5BS1
OR5BT1P	approved	OR5BT1P
OR5C1	approved	OR5C1
OR5D13	approved	OR5D13
OR5D14	approved	OR5D14
OR5D15P	approved	OR5D15P
OR5D16	approved	OR5D16
OR5D17P	approved	OR5D17P
OR5D18	approved	OR5D18
OR5D2P	approved	OR5D2P
OR5D3	approved	OR5D3
OR5E1P	approved	OR5E1P
OR5F1	approved	OR5F1
OR5F2P	approved	OR5F2P
OR5G1P	approved	OR5G1P
OR5G3	approved	OR5G3
OR5G4P	approved	OR5G4P
OR5G5P	approved	OR5G5P
OR5H1	approved	OR5H1
OR5H14	approved	OR5H14
OR5H15	approved	OR5H15
OR5H2	approved	OR5H2
OR5H3P	approved	OR5H3P
OR5H4P	approved	OR5H4P
OR5H5P	approved	OR5H5P
OR5H6	approved	OR5H6
OR5H7P	approved	OR5H7P
OR5H8	approved	OR5H8
OR5I1	approved	OR5I1
OR5J1P	approved	OR5J1P
OR5J2	approved	OR5J2
OR5J7P	approved	OR5J7P
OR5K1	approved	OR5K1
OR5K2	approved	OR5K2
OR5K3	approved	OR5K3
OR5K4	approved	OR5K4
OR5L1	approved	OR5L1
OR5L2	approved	OR5L2
OR5M1	approved	OR5M1
OR5M10	approved	OR5M10
OR5M11	approved	OR5M11
OR5M12P	approved	OR5M12P
OR5M13P	approved	OR5M13P
OR5M14P	approved	OR5M14P
OR5M2P	approved	OR5M2P
OR5M3	approved	OR5M3
OR5M4P	approved	OR5M4P
OR5M5P	approved	OR5M5P
OR5M6P	approved	OR5M6P
OR5M7P	approved	OR5M7P
OR5M8	approved	OR5M8
OR5M9	approved	OR5M9
OR5P1P	approved	OR5P1P
OR5P2	approved	OR5P2
OR5P3	approved	OR5P3
OR5P4P	approved	OR5P4P
OR5S1P	approved	OR5S1P
OR5T1	approved	OR5T1
OR5T2	approved	OR5T2
OR5T3	approved	OR5T3
OR5V1	approved	OR5V1
OR5W1P	approved	OR5W1P
OR5W2	approved	OR5W2
OR6A2	approved	OR6A2
OR6B1	approved	OR6B1
OR6B2	approved	OR6B2
OR6B3	approved	OR6B3
OR6C1	approved	OR6C1
OR6C2	approved	OR6C2
OR6C3	approved	OR6C3
OR6C4	approved	OR6C4
OR6C5P	approved	OR6C5P
OR6C6	approved	OR6C6
OR6C64P	approved	OR6C64P
OR6C65	approved	OR6C65
OR6C66P	approved	OR6C66P
OR6C68	approved	OR6C68
OR6C69P	approved	OR6C69P
OR6C70	approved	OR6C70
OR6C71P	approved	OR6C71P
OR6C72P	approved	OR6C72P
OR6C73P	approved	OR6C73P
OR6C74	approved	OR6C74
OR6C75	approved	OR6C75
OR6C76	approved	OR6C76
OR6C7P	approved	OR6C7P
OR6D1P	approved	OR6D1P
OR6E1P	approved	OR6E1P
OR6F1	approved	OR6F1
OR6J1	approved	OR6J1
OR6K1P	approved	OR6K1P
OR6K2	approved	OR6K2
OR6K3	approved	OR6K3
OR6K4P	approved	OR6K4P
OR6K5P	approved	OR6K5P
OR6K6	approved	OR6K6
OR6L1P	approved	OR6L1P
OR6L2P	approved	OR6L2P
OR6M1	approved	OR6M1
OR6M2P	approved	OR6M2P
OR6M3P	approved	OR6M3P
OR6N1	approved	OR6N1
OR6N2	approved	OR6N2
OR6P1	approved	OR6P1
OR6Q1	approved	OR6Q1
OR6R1P	approved	OR6R1P
OR6R2P	approved	OR6R2P
OR6S1	approved	OR6S1
OR6T1	approved	OR6T1
OR6U2P	approved	OR6U2P
OR6V1	approved	OR6V1
OR6W1P	approved	OR6W1P
OR6X1	approved	OR6X1
OR6Y1	approved	OR6Y1
OR7A10	approved	OR7A10
OR7A11P	approved	OR7A11P
OR7A15P	approved	OR7A15P
OR7A17	approved	OR7A17
OR7A18P	approved	OR7A18P
OR7A19P	approved	OR7A19P
OR7A1P	approved	OR7A1P
OR7A2P	approved	OR7A2P
OR7A3P	approved	OR7A3P
OR7A5	approved	OR7A5
OR7A8P	approved	OR7A8P
OR7C1	approved	OR7C1
OR7C2	approved	OR7C2
OR7D11P	approved	OR7D11P
OR7D1P	approved	OR7D1P
OR7D2	approved	OR7D2
OR7D4	approved	OR7D4
OR7E100P	approved	OR7E100P
OR7E101P	approved	OR7E101P
OR7E102P	approved	OR7E102P
OR7E103P	approved	OR7E103P
OR7E104P	approved	OR7E104P
OR7E105P	approved	OR7E105P
OR7E106P	approved	OR7E106P
OR7E108P	approved	OR7E108P
OR7E109P	approved	OR7E109P
OR7E10P	approved	OR7E10P
OR7E110P	approved	OR7E110P
OR7E111FP	approved	OR7E111FP
OR7E111P	approved	OR7E111P
OR7E115P	approved	OR7E115P
OR7E116P	approved	OR7E116P
OR7E117P	approved	OR7E117P
OR7E11P	approved	OR7E11P
OR7E121P	approved	OR7E121P
OR7E122P	approved	OR7E122P
OR7E125P	approved	OR7E125P
OR7E126P	approved	OR7E126P
OR7E128P	approved	OR7E128P
OR7E129P	approved	OR7E129P
OR7E12P	approved	OR7E12P
OR7E130P	approved	OR7E130P
OR7E136P	approved	OR7E136P
OR7E13P	approved	OR7E13P
OR7E140P	approved	OR7E140P
OR7E145P	approved	OR7E145P
OR7E148P	approved	OR7E148P
OR7E149P	approved	OR7E149P
OR7E14P	approved	OR7E14P
OR7E154P	approved	OR7E154P
OR7E155P	approved	OR7E155P
OR7E156P	approved	OR7E156P
OR7E157P	approved	OR7E157P
OR7E158P	approved	OR7E158P
OR7E159P	approved	OR7E159P
OR7E15P	approved	OR7E15P
OR7E160P	approved	OR7E160P
OR7E161P	approved	OR7E161P
OR7E162P	approved	OR7E162P
OR7E163P	approved	OR7E163P
OR7E16P	approved	OR7E16P
OR7E18P	approved	OR7E18P
OR7E19P	approved	OR7E19P
OR7E1P	approved	OR7E1P
OR7E21P	approved	OR7E21P
OR7E22P	approved	OR7E22P
OR7E23P	approved	OR7E23P
OR7E24	approved	OR7E24
OR7E25P	approved	OR7E25P
OR7E26P	approved	OR7E26P
OR7E28P	approved	OR7E28P
OR7E29P	approved	OR7E29P
OR7E2P	approved	OR7E2P
OR7E31P	approved	OR7E31P
OR7E33P	approved	OR7E33P
OR7E35P	approved	OR7E35P
OR7E36P	approved	OR7E36P
OR7E37P	approved	OR7E37P
OR7E38P	approved	OR7E38P
OR7E39P	approved	OR7E39P
OR7E41P	approved	OR7E41P
OR7E43P	approved	OR7E43P
OR7E46P	approved	OR7E46P
OR7E47P	approved	OR7E47P
OR7E4P	approved	OR7E4P
OR7E53P	approved	OR7E53P
OR7E55P	approved	OR7E55P
OR7E59P	approved	OR7E59P
OR7E5P	approved	OR7E5P
OR7E62P	approved	OR7E62P
OR7E66P	approved	OR7E66P
OR7E7P	approved	OR7E7P
OR7E83P	approved	OR7E83P
OR7E84P	approved	OR7E84P
OR7E85BP	approved	OR7E85BP
OR7E85P	approved	OR7E85P
OR7E86P	approved	OR7E86P
OR7E87P	approved	OR7E87P
OR7E89P	approved	OR7E89P
OR7E8P	approved	OR7E8P
OR7E90P	approved	OR7E90P
OR7E91P	approved	OR7E91P
OR7E93P	approved	OR7E93P
OR7E94P	approved	OR7E94P
OR7E96P	approved	OR7E96P
OR7E97P	approved	OR7E97P
OR7E99P	approved	OR7E99P
OR7G1	approved	OR7G1
OR7G15P	approved	OR7G15P
OR7G2	approved	OR7G2
OR7G3	approved	OR7G3
OR7H1P	approved	OR7H1P
OR7H2P	approved	OR7H2P
OR7K1P	approved	OR7K1P
OR7L1P	approved	OR7L1P
OR7M1P	approved	OR7M1P
OR8A1	approved	OR8A1
OR8A2P	approved	OR8A2P
OR8A3P	approved	OR8A3P
OR8B10P	approved	OR8B10P
OR8B12	approved	OR8B12
OR8B1P	approved	OR8B1P
OR8B2	approved	OR8B2
OR8B3	approved	OR8B3
OR8B4	approved	OR8B4
OR8B5P	approved	OR8B5P
OR8B6P	approved	OR8B6P
OR8B7P	approved	OR8B7P
OR8B8	approved	OR8B8
OR8B9P	approved	OR8B9P
OR8C1P	approved	OR8C1P
OR8D1	approved	OR8D1
OR8D2	approved	OR8D2
OR8D4	approved	OR8D4
OR8F1P	approved	OR8F1P
OR8G1	approved	OR8G1
OR8G2P	approved	OR8G2P
OR8G3	approved	OR8G3
OR8G5	approved	OR8G5
OR8G7P	approved	OR8G7P
OR8H1	approved	OR8H1
OR8H2	approved	OR8H2
OR8H3	approved	OR8H3
OR8I1P	approved	OR8I1P
OR8I2	approved	OR8I2
OR8I4P	approved	OR8I4P
OR8J1	approved	OR8J1
OR8J2	approved	OR8J2
OR8J3	approved	OR8J3
OR8K1	approved	OR8K1
OR8K2P	approved	OR8K2P
OR8K3	approved	OR8K3
OR8K4P	approved	OR8K4P
OR8K5	approved	OR8K5
OR8L1P	approved	OR8L1P
OR8Q1P	approved	OR8Q1P
OR8R1P	approved	OR8R1P
OR8S1	approved	OR8S1
OR8S21P	approved	OR8S21P
OR8T1P	approved	OR8T1P
OR8U1	approved	OR8U1
OR8U3	approved	OR8U3
OR8U8	approved	OR8U8
OR8U9	approved	OR8U9
OR8V1P	approved	OR8V1P
OR8X1P	approved	OR8X1P
OR9A1P	approved	OR9A1P
OR9A2	approved	OR9A2
OR9A3P	approved	OR9A3P
OR9A4	approved	OR9A4
OR9G1	approved	OR9G1
OR9G2P	approved	OR9G2P
OR9G3P	approved	OR9G3P
OR9G4	approved	OR9G4
OR9G9	approved	OR9G9
OR9H1	approved	OR9H1
OR9I1	approved	OR9I1
OR9I2P	approved	OR9I2P
OR9I3P	approved	OR9I3P
OR9K1P	approved	OR9K1P
OR9K2	approved	OR9K2
OR9L1P	approved	OR9L1P
OR9M1P	approved	OR9M1P
OR9N1P	approved	OR9N1P
OR9P1P	approved	OR9P1P
OR9Q1	approved	OR9Q1
OR9Q2	approved	OR9Q2
OR9R1P	approved	OR9R1P
OR9S24P	approved	OR9S24P
ORAI1	approved	ORAI1
ORAI2	approved	ORAI2
ORAI3	approved	ORAI3
ORC1	approved	ORC1
ORC1P1	approved	ORC1P1
ORC2	approved	ORC2
ORC3	approved	ORC3
ORC4	approved	ORC4
ORC5	approved	ORC5
ORC6	approved	ORC6
ORM1	approved	ORM1
ORM2	approved	ORM2
ORMDL1	approved	ORMDL1
ORMDL1P1	approved	ORMDL1P1
ORMDL2	approved	ORMDL2
ORMDL3	approved	ORMDL3
OS9	approved	OS9
OS9-AS1	approved	OS9-AS1
OSBP	approved	OSBP
OSBP2	approved	OSBP2
OSBPL10	approved	OSBPL10
OSBPL10-AS1	approved	OSBPL10-AS1
OSBPL11	approved	OSBPL11
OSBPL1A	approved	OSBPL1A
OSBPL2	approved	OSBPL2
OSBPL3	approved	OSBPL3
OSBPL5	approved	OSBPL5
OSBPL6	approved	OSBPL6
OSBPL7	approved	OSBPL7
OSBPL8	approved	OSBPL8
OSBPL9	approved	OSBPL9
OSBPL9P1	approved	OSBPL9P1
OSBPL9P2	approved	OSBPL9P2
OSBPL9P3	approved	OSBPL9P3
OSBPL9P4	approved	OSBPL9P4
OSBPL9P5	approved	OSBPL9P5
OSBPL9P6	approved	OSBPL9P6
OSCAR	approved	OSCAR
OSCP1	approved	OSCP1
OSER1	approved	OSER1
OSER1-DT	approved	OSER1-DT
OSGEP	approved	OSGEP
OSGEPL1	approved	OSGEPL1
OSGEPL1-AS1	approved	OSGEPL1-AS1
OSGIN1	approved	OSGIN1
OSGIN2	approved	OSGIN2
OSM	approved	OSM
OSMR	approved	OSMR
OSMR-DT	approved	OSMR-DT
OSR1	approved	OSR1
OSR2	approved	OSR2
OST4	approved	OST4
OSTC	approved	OSTC
OSTCP1	approved	OSTCP1
OSTCP2	approved	OSTCP2
OSTCP3	approved	OSTCP3
OSTCP4	approved	OSTCP4
OSTCP5	approved	OSTCP5
OSTCP6	approved	OSTCP6
OSTCP7	approved	OSTCP7
OSTCP8	approved	OSTCP8
OSTF1	approved	OSTF1
OSTF1P1	approved	OSTF1P1
OSTM1	approved	OSTM1
OSTM1-AS1	approved	OSTM1-AS1
OSTN	approved	OSTN
OSTN-AS1	approved	OSTN-AS1
OTC	approved	OTC
OTOA	approved	OTOA
OTOAP1	approved	OTOAP1
OTOF	approved	OTOF
OTOG	approved	OTOG
OTOGL	approved	OTOGL
OTOL1	approved	OTOL1
OTOP1	approved	OTOP1
OTOP1P1	approved	OTOP1P1
OTOP1P2	approved	OTOP1P2
OTOP1P3	approved	OTOP1P3
OTOP1P4	approved	OTOP1P4
OTOP1P5	approved	OTOP1P5
OTOP2	approved	OTOP2
OTOP3	approved	OTOP3
OTOR	approved	OTOR
OTOS	approved	OTOS
OTP	approved	OTP
OTP-AS1	approved	OTP-AS1
OTUB1	approved	OTUB1
OTUB2	approved	OTUB2
OTUD1	approved	OTUD1
OTUD3	approved	OTUD3
OTUD4	approved	OTUD4
OTUD4P1	approved	OTUD4P1
OTUD5	approved	OTUD5
OTUD6A	approved	OTUD6A
OTUD6B	approved	OTUD6B
OTUD6B-AS1	approved	OTUD6B-AS1
OTUD7A	approved	OTUD7A
OTUD7B	approved	OTUD7B
OTULIN	approved	OTULIN
OTULIN-DT	approved	OTULIN-DT
OTULINL	approved	OTULINL
OTX1	approved	OTX1
OTX2	approved	OTX2
OTX2-AS1	approved	OTX2-AS1
OTX2-NT1	approved	OTX2-NT1
OTX2P1	approved	OTX2P1
OTX2P2	approved	OTX2P2
OVAAL	approved	OVAAL
OVCA2	approved	OVCA2
OVCH1	approved	OVCH1
OVCH1-AS1	approved	OVCH1-AS1
OVCH2	approved	OVCH2
OVGP1	approved	OVGP1
OVOL1	approved	OVOL1
OVOL1-AS1	approved	OVOL1-AS1
OVOL2	approved	OVOL2
OVOL3	approved	OVOL3
OVOS1BP	approved	OVOS1BP
OVOS1P	approved	OVOS1P
OVOS2P	approved	OVOS2P
OXA1L	approved	OXA1L
OXA1L-DT	approved	OXA1L-DT
OXCT1	approved	OXCT1
OXCT1-AS1	approved	OXCT1-AS1
OXCT1-AS2	approved	OXCT1-AS2
OXCT2	approved	OXCT2
OXCT2P1	approved	OXCT2P1
OXER1	approved	OXER1
OXGR1	approved	OXGR1
OXLD1	approved	OXLD1
OXNAD1	approved	OXNAD1
OXR1	approved	OXR1
OXR1-AS1	approved	OXR1-AS1
OXSM	approved	OXSM
OXSR1	approved	OXSR1
OXT	approved	OXT
OXTR	approved	OXTR
P2RX1	approved	P2RX1
P2RX2	approved	P2RX2
P2RX3	approved	P2RX3
P2RX4	approved	P2RX4
P2RX5	approved	P2RX5
P2RX5-TAX1BP3	approved	P2RX5-TAX1BP3
P2RX6	approved	P2RX6
P2RX6P	approved	P2RX6P
P2RX7	approved	P2RX7
P2RY1	approved	P2RY1
P2RY10	approved	P2RY10
P2RY10BP	approved	P2RY10BP
P2RY11	approved	P2RY11
P2RY12	approved	P2RY12
P2RY13	approved	P2RY13
P2RY14	approved	P2RY14
P2RY2	approved	P2RY2
P2RY4	approved	P2RY4
P2RY6	approved	P2RY6
P2RY8	approved	P2RY8
P3H1	approved	P3H1
P3H2	approved	P3H2
P3H2-AS1	approved	P3H2-AS1
P3H3	approved	P3H3
P3H4	approved	P3H4
P3R3URF	approved	P3R3URF
P3R3URF-PIK3R3	approved	P3R3URF-PIK3R3
P4HA1	approved	P4HA1
P4HA2	approved	P4HA2
P4HA2-AS1	approved	P4HA2-AS1
P4HA3	approved	P4HA3
P4HA3-AS1	approved	P4HA3-AS1
P4HB	approved	P4HB
P4HB-AS1	approved	P4HB-AS1
P4HTM	approved	P4HTM
PA2G4	approved	PA2G4
PA2G4P1	approved	PA2G4P1
PA2G4P2	approved	PA2G4P2
PA2G4P3	approved	PA2G4P3
PA2G4P4	approved	PA2G4P4
PA2G4P5	approved	PA2G4P5
PA2G4P6	approved	PA2G4P6
PAAF1	approved	PAAF1
PABIR1	approved	PABIR1
PABIR2	approved	PABIR2
PABIR3	approved	PABIR3
PABPC1	approved	PABPC1
PABPC1L	approved	PABPC1L
PABPC1L2A	approved	PABPC1L2A
PABPC1L2B	approved	PABPC1L2B
PABPC1L2B-AS1	approved	PABPC1L2B-AS1
PABPC1P1	approved	PABPC1P1
PABPC1P10	approved	PABPC1P10
PABPC1P11	approved	PABPC1P11
PABPC1P12	approved	PABPC1P12
PABPC1P13	approved	PABPC1P13
PABPC1P2	approved	PABPC1P2
PABPC1P3	approved	PABPC1P3
PABPC1P4	approved	PABPC1P4
PABPC1P5	approved	PABPC1P5
PABPC1P6	approved	PABPC1P6
PABPC1P7	approved	PABPC1P7
PABPC1P8	approved	PABPC1P8
PABPC1P9	approved	PABPC1P9
PABPC3	approved	PABPC3
PABPC4	approved	PABPC4
PABPC4-AS1	approved	PABPC4-AS1
PABPC4L	approved	PABPC4L
PABPC5	approved	PABPC5
PABPC5-AS1	approved	PABPC5-AS1
PABPN1	approved	PABPN1
PABPN1L	approved	PABPN1L
PABPN1P1	approved	PABPN1P1
PABPN1P2	approved	PABPN1P2
PABX	approved	PABX
PABY	approved	PABY
PACC1	approved	PACC1
PACERR	approved	PACERR
PACRG	approved	PACRG
PACRG-AS1	approved	PACRG-AS1
PACRG-AS2	approved	PACRG-AS2
PACRG-AS3	approved	PACRG-AS3
PACRGL	approved	PACRGL
PACS1	approved	PACS1
PACS2	approved	PACS2
PACSIN1	approved	PACSIN1
PACSIN2	approved	PACSIN2
PACSIN3	approved	PACSIN3
PADI1	approved	PADI1
PADI2	approved	PADI2
PADI3	approved	PADI3
PADI4	approved	PADI4
PADI6	approved	PADI6
PAEP	approved	PAEP
PAEPP1	approved	PAEPP1
PAF1	approved	PAF1
PAFAH1B1	approved	PAFAH1B1
PAFAH1B1P1	approved	PAFAH1B1P1
PAFAH1B1P2	approved	PAFAH1B1P2
PAFAH1B2	approved	PAFAH1B2
PAFAH1B2P1	approved	PAFAH1B2P1
PAFAH1B2P2	approved	PAFAH1B2P2
PAFAH1B3	approved	PAFAH1B3
PAFAH2	approved	PAFAH2
PAG1	approved	PAG1
PAGE1	approved	PAGE1
PAGE2	approved	PAGE2
PAGE2B	approved	PAGE2B
PAGE3	approved	PAGE3
PAGE4	approved	PAGE4
PAGE4P1	approved	PAGE4P1
PAGE5	approved	PAGE5
PAGR1	approved	PAGR1
PAH	approved	PAH
PAICS	approved	PAICS
PAICSP1	approved	PAICSP1
PAICSP2	approved	PAICSP2
PAICSP3	approved	PAICSP3
PAICSP4	approved	PAICSP4
PAICSP5	approved	PAICSP5
PAICSP6	approved	PAICSP6
PAICSP7	approved	PAICSP7
PAIP1	approved	PAIP1
PAIP1P1	approved	PAIP1P1
PAIP1P2	approved	PAIP1P2
PAIP2	approved	PAIP2
PAIP2B	approved	PAIP2B
PAK1	approved	PAK1
PAK1IP1	approved	PAK1IP1
PAK2	approved	PAK2
PAK3	approved	PAK3
PAK4	approved	PAK4
PAK4-AS1	approved	PAK4-AS1
PAK5	approved	PAK5
PAK6	approved	PAK6
PAK6-AS1	approved	PAK6-AS1
PALB2	approved	PALB2
PALB2-AS1	approved	PALB2-AS1
PALD1	approved	PALD1
PALLD	approved	PALLD
PALLD-AS1	approved	PALLD-AS1
PALM	approved	PALM
PALM2	approved	PALM2
PALM2AKAP2	approved	PALM2AKAP2
PALM2AKAP2-AS1	approved	PALM2AKAP2-AS1
PALM3	approved	PALM3
PALMD	approved	PALMD
PALS1	approved	PALS1
PALS2	approved	PALS2
PAM	approved	PAM
PAM-AS1	approved	PAM-AS1
PAM16	approved	PAM16
PAMR1	approved	PAMR1
PAN2	approved	PAN2
PAN3	approved	PAN3
PAN3-AS1	approved	PAN3-AS1
PANCR	approved	PANCR
PANDAR	approved	PANDAR
PANK1	approved	PANK1
PANK1-AS1	approved	PANK1-AS1
PANK2	approved	PANK2
PANK2-AS1	approved	PANK2-AS1
PANK3	approved	PANK3
PANK3P1	approved	PANK3P1
PANK4	approved	PANK4
PANO1	approved	PANO1
PANTR1	approved	PANTR1
PANX1	approved	PANX1
PANX2	approved	PANX2
PANX3	approved	PANX3
PAOX	approved	PAOX
PAPLN	approved	PAPLN
PAPLN-AS1	approved	PAPLN-AS1
PAPLN-AS2	approved	PAPLN-AS2
PAPOLA	approved	PAPOLA
PAPOLA-DT	approved	PAPOLA-DT
PAPOLB	approved	PAPOLB
PAPOLG	approved	PAPOLG
PAPPA	approved	PAPPA
PAPPA-AS1	approved	PAPPA-AS1
PAPPA-AS2	approved	PAPPA-AS2
PAPPA2	approved	PAPPA2
PAPSS1	approved	PAPSS1
PAPSS1-AS1	approved	PAPSS1-AS1
PAPSS2	approved	PAPSS2
PAQR3	approved	PAQR3
PAQR4	approved	PAQR4
PAQR5	approved	PAQR5
PAQR5-DT	approved	PAQR5-DT
PAQR6	approved	PAQR6
PAQR7	approved	PAQR7
PAQR8	approved	PAQR8
PAQR9	approved	PAQR9
PAQR9-AS1	approved	PAQR9-AS1
PARAIL	approved	PARAIL
PARAL1	approved	PARAL1
PARD3	approved	PARD3
PARD3-DT	approved	PARD3-DT
PARD3B	approved	PARD3B
PARD6A	approved	PARD6A
PARD6B	approved	PARD6B
PARD6BP1	approved	PARD6BP1
PARD6G	approved	PARD6G
PARD6G-AS1	approved	PARD6G-AS1
PARG	approved	PARG
PARGP1	approved	PARGP1
PARK7	approved	PARK7
PARK7P1	approved	PARK7P1
PARK7P2	approved	PARK7P2
PARL	approved	PARL
PARLP1	approved	PARLP1
PARLP2	approved	PARLP2
PARM1	approved	PARM1
PARM1-AS1	approved	PARM1-AS1
PARN	approved	PARN
PARP1	approved	PARP1
PARP10	approved	PARP10
PARP11	approved	PARP11
PARP11-AS1	approved	PARP11-AS1
PARP12	approved	PARP12
PARP14	approved	PARP14
PARP15	approved	PARP15
PARP16	approved	PARP16
PARP1P1	approved	PARP1P1
PARP1P2	approved	PARP1P2
PARP2	approved	PARP2
PARP3	approved	PARP3
PARP4	approved	PARP4
PARP4P1	approved	PARP4P1
PARP4P2	approved	PARP4P2
PARP4P3	approved	PARP4P3
PARP6	approved	PARP6
PARP8	approved	PARP8
PARP8-AS1	approved	PARP8-AS1
PARP9	approved	PARP9
PARPBP	approved	PARPBP
PARS2	approved	PARS2
PART1	approved	PART1
PARTICL	approved	PARTICL
PARVA	approved	PARVA
PARVB	approved	PARVB
PARVG	approved	PARVG
PASD1	approved	PASD1
PASK	approved	PASK
PATE1	approved	PATE1
PATE2	approved	PATE2
PATE3	approved	PATE3
PATE4	approved	PATE4
PATJ	approved	PATJ
PATJ-DT	approved	PATJ-DT
PATL1	approved	PATL1
PATL1-DT	approved	PATL1-DT
PATL2	approved	PATL2
PATZ1	approved	PATZ1
PAUPAR	approved	PAUPAR
PAWR	approved	PAWR
PAWRP1	approved	PAWRP1
PAWRP2	approved	PAWRP2
PAX1	approved	PAX1
PAX2	approved	PAX2
PAX3	approved	PAX3
PAX4	approved	PAX4
PAX5	approved	PAX5
PAX6	approved	PAX6
PAX6-AS1	approved	PAX6-AS1
PAX7	approved	PAX7
PAX8	approved	PAX8
PAX8-AS1	approved	PAX8-AS1
PAX9	approved	PAX9
PAXBP1	approved	PAXBP1
PAXBP1-AS1	approved	PAXBP1-AS1
PAXBP1P1	approved	PAXBP1P1
PAXIP1	approved	PAXIP1
PAXIP1-AS2	approved	PAXIP1-AS2
PAXIP1-DT	approved	PAXIP1-DT
PAXX	approved	PAXX
PBDC1	approved	PBDC1
PBK	approved	PBK
PBLD	approved	PBLD
PBOV1	approved	PBOV1
PBRM1	approved	PBRM1
PBX1	approved	PBX1
PBX1-AS1	approved	PBX1-AS1
PBX2	approved	PBX2
PBX2P1	approved	PBX2P1
PBX3	approved	PBX3
PBX3-DT	approved	PBX3-DT
PBX4	approved	PBX4
PBX4-AS1	approved	PBX4-AS1
PBXIP1	approved	PBXIP1
PC	approved	PC
PCA3	approved	PCA3
PCARE	approved	PCARE
PCAT1	approved	PCAT1
PCAT14	approved	PCAT14
PCAT18	approved	PCAT18
PCAT19	approved	PCAT19
PCAT2	approved	PCAT2
PCAT29	approved	PCAT29
PCAT4	approved	PCAT4
PCAT5	approved	PCAT5
PCAT6	approved	PCAT6
PCAT7	approved	PCAT7
PCBD1	approved	PCBD1
PCBD2	approved	PCBD2
PCBP1	approved	PCBP1
PCBP1-AS1	approved	PCBP1-AS1
PCBP2	approved	PCBP2
PCBP2-OT1	approved	PCBP2-OT1
PCBP2P1	approved	PCBP2P1
PCBP2P2	approved	PCBP2P2
PCBP2P3	approved	PCBP2P3
PCBP2P4	approved	PCBP2P4
PCBP3	approved	PCBP3
PCBP3-AS1	approved	PCBP3-AS1
PCBP4	approved	PCBP4
PCCA	approved	PCCA
PCCA-AS1	approved	PCCA-AS1
PCCA-DT	approved	PCCA-DT
PCCB	approved	PCCB
PCDH1	approved	PCDH1
PCDH10	approved	PCDH10
PCDH10-DT	approved	PCDH10-DT
PCDH11X	approved	PCDH11X
PCDH11Y	approved	PCDH11Y
PCDH12	approved	PCDH12
PCDH15	approved	PCDH15
PCDH17	approved	PCDH17
PCDH18	approved	PCDH18
PCDH19	approved	PCDH19
PCDH20	approved	PCDH20
PCDH7	approved	PCDH7
PCDH7-AS1	approved	PCDH7-AS1
PCDH8	approved	PCDH8
PCDH8P1	approved	PCDH8P1
PCDH9	approved	PCDH9
PCDH9-AS1	approved	PCDH9-AS1
PCDH9-AS2	approved	PCDH9-AS2
PCDH9-AS3	approved	PCDH9-AS3
PCDH9-AS4	approved	PCDH9-AS4
PCDHA-AS1	approved	PCDHA-AS1
PCDHA-AS2	approved	PCDHA-AS2
PCDHA1	approved	PCDHA1
PCDHA10	approved	PCDHA10
PCDHA11	approved	PCDHA11
PCDHA12	approved	PCDHA12
PCDHA13	approved	PCDHA13
PCDHA14	approved	PCDHA14
PCDHA2	approved	PCDHA2
PCDHA3	approved	PCDHA3
PCDHA4	approved	PCDHA4
PCDHA5	approved	PCDHA5
PCDHA6	approved	PCDHA6
PCDHA7	approved	PCDHA7
PCDHA8	approved	PCDHA8
PCDHA9	approved	PCDHA9
PCDHA@	approved	PCDHA@
PCDHAC1	approved	PCDHAC1
PCDHAC2	approved	PCDHAC2
PCDHACT	approved	PCDHACT
PCDHB-AS1	approved	PCDHB-AS1
PCDHB1	approved	PCDHB1
PCDHB1-AS1	approved	PCDHB1-AS1
PCDHB10	approved	PCDHB10
PCDHB11	approved	PCDHB11
PCDHB12	approved	PCDHB12
PCDHB13	approved	PCDHB13
PCDHB14	approved	PCDHB14
PCDHB15	approved	PCDHB15
PCDHB16	approved	PCDHB16
PCDHB17P	approved	PCDHB17P
PCDHB18P	approved	PCDHB18P
PCDHB19P	approved	PCDHB19P
PCDHB2	approved	PCDHB2
PCDHB3	approved	PCDHB3
PCDHB4	approved	PCDHB4
PCDHB5	approved	PCDHB5
PCDHB6	approved	PCDHB6
PCDHB7	approved	PCDHB7
PCDHB8	approved	PCDHB8
PCDHB9	approved	PCDHB9
PCDHB@	approved	PCDHB@
PCDHG@	approved	PCDHG@
PCDHGA1	approved	PCDHGA1
PCDHGA10	approved	PCDHGA10
PCDHGA11	approved	PCDHGA11
PCDHGA12	approved	PCDHGA12
PCDHGA2	approved	PCDHGA2
PCDHGA3	approved	PCDHGA3
PCDHGA4	approved	PCDHGA4
PCDHGA5	approved	PCDHGA5
PCDHGA6	approved	PCDHGA6
PCDHGA7	approved	PCDHGA7
PCDHGA8	approved	PCDHGA8
PCDHGA9	approved	PCDHGA9
PCDHGB1	approved	PCDHGB1
PCDHGB2	approved	PCDHGB2
PCDHGB3	approved	PCDHGB3
PCDHGB4	approved	PCDHGB4
PCDHGB5	approved	PCDHGB5
