symbol	kind	current_symbol
SH3BGRL2	approved	SH3BGRL2
SH3BGRL3	approved	SH3BGRL3
SH3BP1	approved	SH3BP1
SH3BP2	approved	SH3BP2
SH3BP4	approved	SH3BP4
SH3BP5	approved	SH3BP5
SH3BP5-AS1	approved	SH3BP5-AS1
SH3BP5L	approved	SH3BP5L
SH3D19	approved	SH3D19
SH3D19-AS1	approved	SH3D19-AS1
SH3GL1	approved	SH3GL1
SH3GL1-AS1	approved	SH3GL1-AS1
SH3GL1P1	approved	SH3GL1P1
SH3GL1P2	approved	SH3GL1P2
SH3GL1P3	approved	SH3GL1P3
SH3GL2	approved	SH3GL2
SH3GL3	approved	SH3GL3
SH3GLB1	approved	SH3GLB1
SH3GLB2	approved	SH3GLB2
SH3KBP1	approved	SH3KBP1
SH3PXD2A	approved	SH3PXD2A
SH3PXD2A-AS1	approved	SH3PXD2A-AS1
SH3PXD2B	approved	SH3PXD2B
SH3RF1	approved	SH3RF1
SH3RF1-AS1	approved	SH3RF1-AS1
SH3RF2	approved	SH3RF2
SH3RF3	approved	SH3RF3
SH3RF3-AS1	approved	SH3RF3-AS1
SH3TC1	approved	SH3TC1
SH3TC2	approved	SH3TC2
SH3TC2-DT	approved	SH3TC2-DT
SH3YL1	approved	SH3YL1
SHANK1	approved	SHANK1
SHANK2	approved	SHANK2
SHANK2-AS1	approved	SHANK2-AS1
SHANK2-AS3	approved	SHANK2-AS3
SHANK3	approved	SHANK3
SHARPIN	approved	SHARPIN
SHB	approved	SHB
SHBG	approved	SHBG
SHC1	approved	SHC1
SHC1P1	approved	SHC1P1
SHC1P2	approved	SHC1P2
SHC2	approved	SHC2
SHC3	approved	SHC3
SHC4	approved	SHC4
SHCBP1	approved	SHCBP1
SHCBP1L	approved	SHCBP1L
SHD	approved	SHD
SHE	approved	SHE
SHF	approved	SHF
SHFL	approved	SHFL
SHH	approved	SHH
SHISA2	approved	SHISA2
SHISA3	approved	SHISA3
SHISA4	approved	SHISA4
SHISA5	approved	SHISA5
SHISA5P1	approved	SHISA5P1
SHISA5P2	approved	SHISA5P2
SHISA6	approved	SHISA6
SHISA7	approved	SHISA7
SHISA8	approved	SHISA8
SHISA9	approved	SHISA9
SHISAL1	approved	SHISAL1
SHISAL2A	approved	SHISAL2A
SHISAL2B	approved	SHISAL2B
SHKBP1	approved	SHKBP1
SHLD1	approved	SHLD1
SHLD2	approved	SHLD2
SHLD2P1	approved	SHLD2P1
SHLD2P2	approved	SHLD2P2
SHLD2P3	approved	SHLD2P3
SHLD3	approved	SHLD3
SHMT1	approved	SHMT1
SHMT1P1	approved	SHMT1P1
SHMT2	approved	SHMT2
SHOC1	approved	SHOC1
SHOC2	approved	SHOC2
SHOX	approved	SHOX
SHOX2	approved	SHOX2
SHPK	approved	SHPK
SHPRH	approved	SHPRH
SHQ1	approved	SHQ1
SHQ1P1	approved	SHQ1P1
SHROOM1	approved	SHROOM1
SHROOM2	approved	SHROOM2
SHROOM2P1	approved	SHROOM2P1
SHROOM3	approved	SHROOM3
SHROOM3-AS1	approved	SHROOM3-AS1
SHROOM3-AS2	approved	SHROOM3-AS2
SHROOM4	approved	SHROOM4
SHTN1	approved	SHTN1
SI	approved	SI
SIAE	approved	SIAE
SIAH1	approved	SIAH1
SIAH1P1	approved	SIAH1P1
SIAH2	approved	SIAH2
SIAH2-AS1	approved	SIAH2-AS1
SIAH3	approved	SIAH3
SIDT1	approved	SIDT1
SIDT1-AS1	approved	SIDT1-AS1
SIDT2	approved	SIDT2
SIGIRR	approved	SIGIRR
SIGLEC1	approved	SIGLEC1
SIGLEC10	approved	SIGLEC10
SIGLEC10-AS1	approved	SIGLEC10-AS1
SIGLEC10-AS2	approved	SIGLEC10-AS2
SIGLEC11	approved	SIGLEC11
SIGLEC12	approved	SIGLEC12
SIGLEC14	approved	SIGLEC14
SIGLEC15	approved	SIGLEC15
SIGLEC16	approved	SIGLEC16
SIGLEC17P	approved	SIGLEC17P
SIGLEC18P	approved	SIGLEC18P
SIGLEC20P	approved	SIGLEC20P
SIGLEC21P	approved	SIGLEC21P
SIGLEC22P	approved	SIGLEC22P
SIGLEC24P	approved	SIGLEC24P
SIGLEC25P	approved	SIGLEC25P
SIGLEC26P	approved	SIGLEC26P
SIGLEC27P	approved	SIGLEC27P
SIGLEC28P	approved	SIGLEC28P
SIGLEC29P	approved	SIGLEC29P
SIGLEC30P	approved	SIGLEC30P
SIGLEC31P	approved	SIGLEC31P
SIGLEC5	approved	SIGLEC5
SIGLEC6	approved	SIGLEC6
SIGLEC7	approved	SIGLEC7
SIGLEC8	approved	SIGLEC8
SIGLEC9	approved	SIGLEC9
SIGLECL1	approved	SIGLECL1
SIGMAR1	approved	SIGMAR1
SIK1	approved	SIK1
SIK2	approved	SIK2
SIK3	approved	SIK3
SIKE1	approved	SIKE1
SIL1	approved	SIL1
SIL1-AS1	approved	SIL1-AS1
SILC1	approved	SILC1
SIM1	approved	SIM1
SIM1-AS1	approved	SIM1-AS1
SIM2	approved	SIM2
SIMALR	approved	SIMALR
SIMC1	approved	SIMC1
SIMC1P1	approved	SIMC1P1
SIN3A	approved	SIN3A
SIN3B	approved	SIN3B
SINHCAF	approved	SINHCAF
SINHCAFP1	approved	SINHCAFP1
SINHCAFP2	approved	SINHCAFP2
SINHCAFP3	approved	SINHCAFP3
SIPA1	approved	SIPA1
SIPA1L1	approved	SIPA1L1
SIPA1L1-AS1	approved	SIPA1L1-AS1
SIPA1L2	approved	SIPA1L2
SIPA1L3	approved	SIPA1L3
SIRAL1	approved	SIRAL1
SIRAL2	approved	SIRAL2
SIRLNT	approved	SIRLNT
SIRPA	approved	SIRPA
SIRPAP1	approved	SIRPAP1
SIRPB1	approved	SIRPB1
SIRPB2	approved	SIRPB2
SIRPB3P	approved	SIRPB3P
SIRPD	approved	SIRPD
SIRPG	approved	SIRPG
SIRPG-AS1	approved	SIRPG-AS1
SIRT1	approved	SIRT1
SIRT1-AS	approved	SIRT1-AS
SIRT2	approved	SIRT2
SIRT3	approved	SIRT3
SIRT4	approved	SIRT4
SIRT5	approved	SIRT5
SIRT6	approved	SIRT6
SIRT7	approved	SIRT7
SIT1	approved	SIT1
SIVA1	approved	SIVA1
SIX1	approved	SIX1
SIX2	approved	SIX2
SIX3	approved	SIX3
SIX3-AS1	approved	SIX3-AS1
SIX4	approved	SIX4
SIX5	approved	SIX5
SIX6	approved	SIX6
SKA1	approved	SKA1
SKA2	approved	SKA2
SKA2P1	approved	SKA2P1
SKA3	approved	SKA3
SKAP1	approved	SKAP1
SKAP1-AS1	approved	SKAP1-AS1
SKAP1-AS2	approved	SKAP1-AS2
SKAP2	approved	SKAP2
SKI	approved	SKI
SKIC2	approved	SKIC2
SKIC3	approved	SKIC3
SKIC8	approved	SKIC8
SKIDA1	approved	SKIDA1
SKIL	approved	SKIL
SKINT1L	approved	SKINT1L
SKOR1	approved	SKOR1
SKOR1-AS1	approved	SKOR1-AS1
SKOR2	approved	SKOR2
SKP1	approved	SKP1
SKP1P1	approved	SKP1P1
SKP1P2	approved	SKP1P2
SKP1P3	approved	SKP1P3
SKP1P4	approved	SKP1P4
SKP1P5	approved	SKP1P5
SKP1P6	approved	SKP1P6
SKP1P7	approved	SKP1P7
SKP2	approved	SKP2
SKP2P1	approved	SKP2P1
SLA	approved	SLA
SLA2	approved	SLA2
SLAIN1	approved	SLAIN1
SLAIN2	approved	SLAIN2
SLAMF1	approved	SLAMF1
SLAMF6	approved	SLAMF6
SLAMF6P1	approved	SLAMF6P1
SLAMF7	approved	SLAMF7
SLAMF8	approved	SLAMF8
SLAMF9	approved	SLAMF9
SLBP	approved	SLBP
SLC10A1	approved	SLC10A1
SLC10A2	approved	SLC10A2
SLC10A3	approved	SLC10A3
SLC10A4	approved	SLC10A4
SLC10A5	approved	SLC10A5
SLC10A5P1	approved	SLC10A5P1
SLC10A6	approved	SLC10A6
SLC10A7	approved	SLC10A7
SLC10A7-AS1	approved	SLC10A7-AS1
SLC11A1	approved	SLC11A1
SLC11A2	approved	SLC11A2
SLC12A1	approved	SLC12A1
SLC12A2	approved	SLC12A2
SLC12A2-DT	approved	SLC12A2-DT
SLC12A3	approved	SLC12A3
SLC12A4	approved	SLC12A4
SLC12A5	approved	SLC12A5
SLC12A5-AS1	approved	SLC12A5-AS1
SLC12A6	approved	SLC12A6
SLC12A7	approved	SLC12A7
SLC12A7-AS1	approved	SLC12A7-AS1
SLC12A8	approved	SLC12A8
SLC12A9	approved	SLC12A9
SLC12A9-AS1	approved	SLC12A9-AS1
SLC13A1	approved	SLC13A1
SLC13A2	approved	SLC13A2
SLC13A3	approved	SLC13A3
SLC13A4	approved	SLC13A4
SLC13A5	approved	SLC13A5
SLC14A1	approved	SLC14A1
SLC14A2	approved	SLC14A2
SLC14A2-AS1	approved	SLC14A2-AS1
SLC15A1	approved	SLC15A1
SLC15A2	approved	SLC15A2
SLC15A3	approved	SLC15A3
SLC15A4	approved	SLC15A4
SLC15A5	approved	SLC15A5
SLC16A1	approved	SLC16A1
SLC16A1-AS1	approved	SLC16A1-AS1
SLC16A10	approved	SLC16A10
SLC16A11	approved	SLC16A11
SLC16A12	approved	SLC16A12
SLC16A12-AS1	approved	SLC16A12-AS1
SLC16A13	approved	SLC16A13
SLC16A14	approved	SLC16A14
SLC16A14P1	approved	SLC16A14P1
SLC16A1P1	approved	SLC16A1P1
SLC16A2	approved	SLC16A2
SLC16A3	approved	SLC16A3
SLC16A4	approved	SLC16A4
SLC16A5	approved	SLC16A5
SLC16A6	approved	SLC16A6
SLC16A6P1	approved	SLC16A6P1
SLC16A7	approved	SLC16A7
SLC16A8	approved	SLC16A8
SLC16A9	approved	SLC16A9
SLC17A1	approved	SLC17A1
SLC17A2	approved	SLC17A2
SLC17A3	approved	SLC17A3
SLC17A4	approved	SLC17A4
SLC17A5	approved	SLC17A5
SLC17A6	approved	SLC17A6
SLC17A6-DT	approved	SLC17A6-DT
SLC17A7	approved	SLC17A7
SLC17A8	approved	SLC17A8
SLC17A9	approved	SLC17A9
SLC18A1	approved	SLC18A1
SLC18A2	approved	SLC18A2
SLC18A2-AS1	approved	SLC18A2-AS1
SLC18A3	approved	SLC18A3
SLC18B1	approved	SLC18B1
SLC19A1	approved	SLC19A1
SLC19A2	approved	SLC19A2
SLC19A3	approved	SLC19A3
SLC19A4P	approved	SLC19A4P
SLC1A1	approved	SLC1A1
SLC1A2	approved	SLC1A2
SLC1A2-AS1	approved	SLC1A2-AS1
SLC1A2-AS2	approved	SLC1A2-AS2
SLC1A3	approved	SLC1A3
SLC1A3-AS1	approved	SLC1A3-AS1
SLC1A4	approved	SLC1A4
SLC1A5	approved	SLC1A5
SLC1A6	approved	SLC1A6
SLC1A7	approved	SLC1A7
SLC20A1	approved	SLC20A1
SLC20A1-DT	approved	SLC20A1-DT
SLC20A1P1	approved	SLC20A1P1
SLC20A1P2	approved	SLC20A1P2
SLC20A1P3	approved	SLC20A1P3
SLC20A2	approved	SLC20A2
SLC22A1	approved	SLC22A1
SLC22A10	approved	SLC22A10
SLC22A11	approved	SLC22A11
SLC22A12	approved	SLC22A12
SLC22A13	approved	SLC22A13
SLC22A14	approved	SLC22A14
SLC22A15	approved	SLC22A15
SLC22A16	approved	SLC22A16
SLC22A17	approved	SLC22A17
SLC22A2	approved	SLC22A2
SLC22A20P	approved	SLC22A20P
SLC22A23	approved	SLC22A23
SLC22A24	approved	SLC22A24
SLC22A25	approved	SLC22A25
SLC22A3	approved	SLC22A3
SLC22A31	approved	SLC22A31
SLC22A4	approved	SLC22A4
SLC22A5	approved	SLC22A5
SLC22A6	approved	SLC22A6
SLC22A7	approved	SLC22A7
SLC22A8	approved	SLC22A8
SLC22A9	approved	SLC22A9
SLC23A1	approved	SLC23A1
SLC23A2	approved	SLC23A2
SLC23A3	approved	SLC23A3
SLC23A4P	approved	SLC23A4P
SLC24A1	approved	SLC24A1
SLC24A2	approved	SLC24A2
SLC24A3	approved	SLC24A3
SLC24A3-AS1	approved	SLC24A3-AS1
SLC24A3-AS2	approved	SLC24A3-AS2
SLC24A4	approved	SLC24A4
SLC24A5	approved	SLC24A5
SLC25A1	approved	SLC25A1
SLC25A10	approved	SLC25A10
SLC25A11	approved	SLC25A11
SLC25A12	approved	SLC25A12
SLC25A13	approved	SLC25A13
SLC25A14	approved	SLC25A14
SLC25A14P1	approved	SLC25A14P1
SLC25A15	approved	SLC25A15
SLC25A15P1	approved	SLC25A15P1
SLC25A15P2	approved	SLC25A15P2
SLC25A15P3	approved	SLC25A15P3
SLC25A15P4	approved	SLC25A15P4
SLC25A15P5	approved	SLC25A15P5
SLC25A16	approved	SLC25A16
SLC25A17	approved	SLC25A17
SLC25A18	approved	SLC25A18
SLC25A18P1	approved	SLC25A18P1
SLC25A19	approved	SLC25A19
SLC25A1P1	approved	SLC25A1P1
SLC25A1P2	approved	SLC25A1P2
SLC25A1P3	approved	SLC25A1P3
SLC25A1P4	approved	SLC25A1P4
SLC25A1P5	approved	SLC25A1P5
SLC25A2	approved	SLC25A2
SLC25A20	approved	SLC25A20
SLC25A20P1	approved	SLC25A20P1
SLC25A21	approved	SLC25A21
SLC25A21-AS1	approved	SLC25A21-AS1
SLC25A21-AS2	approved	SLC25A21-AS2
SLC25A22	approved	SLC25A22
SLC25A23	approved	SLC25A23
SLC25A24	approved	SLC25A24
SLC25A24P1	approved	SLC25A24P1
SLC25A24P2	approved	SLC25A24P2
SLC25A25	approved	SLC25A25
SLC25A25-AS1	approved	SLC25A25-AS1
SLC25A26	approved	SLC25A26
SLC25A27	approved	SLC25A27
SLC25A28	approved	SLC25A28
SLC25A28-DT	approved	SLC25A28-DT
SLC25A29	approved	SLC25A29
SLC25A29-AS1	approved	SLC25A29-AS1
SLC25A3	approved	SLC25A3
SLC25A30	approved	SLC25A30
SLC25A30-AS1	approved	SLC25A30-AS1
SLC25A31	approved	SLC25A31
SLC25A32	approved	SLC25A32
SLC25A33	approved	SLC25A33
SLC25A34	approved	SLC25A34
SLC25A34-AS1	approved	SLC25A34-AS1
SLC25A35	approved	SLC25A35
SLC25A36	approved	SLC25A36
SLC25A36P1	approved	SLC25A36P1
SLC25A37	approved	SLC25A37
SLC25A38	approved	SLC25A38
SLC25A38P1	approved	SLC25A38P1
SLC25A39	approved	SLC25A39
SLC25A39P1	approved	SLC25A39P1
SLC25A39P2	approved	SLC25A39P2
SLC25A3P1	approved	SLC25A3P1
SLC25A3P2	approved	SLC25A3P2
SLC25A3P3	approved	SLC25A3P3
SLC25A4	approved	SLC25A4
SLC25A40	approved	SLC25A40
SLC25A41	approved	SLC25A41
SLC25A42	approved	SLC25A42
SLC25A43	approved	SLC25A43
SLC25A44	approved	SLC25A44
SLC25A45	approved	SLC25A45
SLC25A46	approved	SLC25A46
SLC25A47	approved	SLC25A47
SLC25A47P1	approved	SLC25A47P1
SLC25A48	approved	SLC25A48
SLC25A48-AS1	approved	SLC25A48-AS1
SLC25A48-AS2	approved	SLC25A48-AS2
SLC25A5	approved	SLC25A5
SLC25A5-AS1	approved	SLC25A5-AS1
SLC25A51	approved	SLC25A51
SLC25A51P1	approved	SLC25A51P1
SLC25A51P2	approved	SLC25A51P2
SLC25A51P3	approved	SLC25A51P3
SLC25A51P4	approved	SLC25A51P4
SLC25A52	approved	SLC25A52
SLC25A53	approved	SLC25A53
SLC25A53P1	approved	SLC25A53P1
SLC25A5P1	approved	SLC25A5P1
SLC25A5P2	approved	SLC25A5P2
SLC25A5P3	approved	SLC25A5P3
SLC25A5P4	approved	SLC25A5P4
SLC25A5P5	approved	SLC25A5P5
SLC25A5P6	approved	SLC25A5P6
SLC25A5P7	approved	SLC25A5P7
SLC25A5P8	approved	SLC25A5P8
SLC25A5P9	approved	SLC25A5P9
SLC25A6	approved	SLC25A6
SLC25A6P1	approved	SLC25A6P1
SLC25A6P2	approved	SLC25A6P2
SLC25A6P3	approved	SLC25A6P3
SLC25A6P4	approved	SLC25A6P4
SLC25A6P5	approved	SLC25A6P5
SLC25A6P6	approved	SLC25A6P6
SLC26A1	approved	SLC26A1
SLC26A10P	approved	SLC26A10P
SLC26A11	approved	SLC26A11
SLC26A2	approved	SLC26A2
SLC26A3	approved	SLC26A3
SLC26A4	approved	SLC26A4
SLC26A4-AS1	approved	SLC26A4-AS1
SLC26A5	approved	SLC26A5
SLC26A5-AS1	approved	SLC26A5-AS1
SLC26A6	approved	SLC26A6
SLC26A7	approved	SLC26A7
SLC26A8	approved	SLC26A8
SLC26A9	approved	SLC26A9
SLC26A9-AS1	approved	SLC26A9-AS1
SLC27A1	approved	SLC27A1
SLC27A2	approved	SLC27A2
SLC27A3	approved	SLC27A3
SLC27A4	approved	SLC27A4
SLC27A5	approved	SLC27A5
SLC27A6	approved	SLC27A6
SLC28A1	approved	SLC28A1
SLC28A2	approved	SLC28A2
SLC28A2-AS1	approved	SLC28A2-AS1
SLC28A3	approved	SLC28A3
SLC28A3-AS1	approved	SLC28A3-AS1
SLC29A1	approved	SLC29A1
SLC29A2	approved	SLC29A2
SLC29A3	approved	SLC29A3
SLC29A4	approved	SLC29A4
SLC29A4P1	approved	SLC29A4P1
SLC29A4P2	approved	SLC29A4P2
SLC2A1	approved	SLC2A1
SLC2A1-DT	approved	SLC2A1-DT
SLC2A10	approved	SLC2A10
SLC2A11	approved	SLC2A11
SLC2A12	approved	SLC2A12
SLC2A13	approved	SLC2A13
SLC2A13P1	approved	SLC2A13P1
SLC2A14	approved	SLC2A14
SLC2A2	approved	SLC2A2
SLC2A3	approved	SLC2A3
SLC2A3P1	approved	SLC2A3P1
SLC2A3P2	approved	SLC2A3P2
SLC2A3P4	approved	SLC2A3P4
SLC2A4	approved	SLC2A4
SLC2A4RG	approved	SLC2A4RG
SLC2A5	approved	SLC2A5
SLC2A6	approved	SLC2A6
SLC2A7	approved	SLC2A7
SLC2A8	approved	SLC2A8
SLC2A9	approved	SLC2A9
SLC2A9-AS1	approved	SLC2A9-AS1
SLC2A9-AS2	approved	SLC2A9-AS2
SLC2A9-AS3	approved	SLC2A9-AS3
SLC2AXP1	approved	SLC2AXP1
SLC30A1	approved	SLC30A1
SLC30A10	approved	SLC30A10
SLC30A2	approved	SLC30A2
SLC30A3	approved	SLC30A3
SLC30A4	approved	SLC30A4
SLC30A4-AS1	approved	SLC30A4-AS1
SLC30A5	approved	SLC30A5
SLC30A6	approved	SLC30A6
SLC30A6-DT	approved	SLC30A6-DT
SLC30A6P1	approved	SLC30A6P1
SLC30A7	approved	SLC30A7
SLC30A8	approved	SLC30A8
SLC30A9	approved	SLC30A9
SLC31A1	approved	SLC31A1
SLC31A1P1	approved	SLC31A1P1
SLC31A2	approved	SLC31A2
SLC32A1	approved	SLC32A1
SLC33A1	approved	SLC33A1
SLC33A2	approved	SLC33A2
SLC34A1	approved	SLC34A1
SLC34A2	approved	SLC34A2
SLC34A3	approved	SLC34A3
SLC35A1	approved	SLC35A1
SLC35A2	approved	SLC35A2
SLC35A3	approved	SLC35A3
SLC35A4	approved	SLC35A4
SLC35A5	approved	SLC35A5
SLC35B1	approved	SLC35B1
SLC35B2	approved	SLC35B2
SLC35B3	approved	SLC35B3
SLC35B4	approved	SLC35B4
SLC35C1	approved	SLC35C1
SLC35C2P1	approved	SLC35C2P1
SLC35D1	approved	SLC35D1
SLC35D2	approved	SLC35D2
SLC35D3	approved	SLC35D3
SLC35D4	approved	SLC35D4
SLC35E1	approved	SLC35E1
SLC35E1P1	approved	SLC35E1P1
SLC35E2A	approved	SLC35E2A
SLC35E2B	approved	SLC35E2B
SLC35E3	approved	SLC35E3
SLC35E4	approved	SLC35E4
SLC35F1	approved	SLC35F1
SLC35F2	approved	SLC35F2
SLC35F3	approved	SLC35F3
SLC35F3-AS1	approved	SLC35F3-AS1
SLC35F4	approved	SLC35F4
SLC35F4-AS1	approved	SLC35F4-AS1
SLC35F5	approved	SLC35F5
SLC35F6	approved	SLC35F6
SLC35G1	approved	SLC35G1
SLC35G2	approved	SLC35G2
SLC35G3	approved	SLC35G3
SLC35G4	approved	SLC35G4
SLC35G5	approved	SLC35G5
SLC35G6	approved	SLC35G6
SLC35H1	approved	SLC35H1
SLC36A1	approved	SLC36A1
SLC36A2	approved	SLC36A2
SLC36A3	approved	SLC36A3
SLC36A4	approved	SLC36A4
SLC37A1	approved	SLC37A1
SLC37A2	approved	SLC37A2
SLC37A3	approved	SLC37A3
SLC37A4	approved	SLC37A4
SLC38A1	approved	SLC38A1
SLC38A10	approved	SLC38A10
SLC38A11	approved	SLC38A11
SLC38A12	approved	SLC38A12
SLC38A2	approved	SLC38A2
SLC38A2-AS1	approved	SLC38A2-AS1
SLC38A3	approved	SLC38A3
SLC38A4	approved	SLC38A4
SLC38A4-AS1	approved	SLC38A4-AS1
SLC38A5	approved	SLC38A5
SLC38A6	approved	SLC38A6
SLC38A7	approved	SLC38A7
SLC38A8	approved	SLC38A8
SLC38A9	approved	SLC38A9
SLC38A9-DT	approved	SLC38A9-DT
SLC39A1	approved	SLC39A1
SLC39A10	approved	SLC39A10
SLC39A11	approved	SLC39A11
SLC39A12	approved	SLC39A12
SLC39A12-AS1	approved	SLC39A12-AS1
SLC39A13	approved	SLC39A13
SLC39A13-AS1	approved	SLC39A13-AS1
SLC39A14	approved	SLC39A14
SLC39A1P1	approved	SLC39A1P1
SLC39A2	approved	SLC39A2
SLC39A3	approved	SLC39A3
SLC39A4	approved	SLC39A4
SLC39A5	approved	SLC39A5
SLC39A6	approved	SLC39A6
SLC39A7	approved	SLC39A7
SLC39A8	approved	SLC39A8
SLC39A9	approved	SLC39A9
SLC3A1	approved	SLC3A1
SLC3A2	approved	SLC3A2
SLC40A1	approved	SLC40A1
SLC41A1	approved	SLC41A1
SLC41A2	approved	SLC41A2
SLC41A3	approved	SLC41A3
SLC41A3-AS1	approved	SLC41A3-AS1
SLC43A1	approved	SLC43A1
SLC43A2	approved	SLC43A2
SLC43A3	approved	SLC43A3
SLC44A1	approved	SLC44A1
SLC44A2	approved	SLC44A2
SLC44A3	approved	SLC44A3
SLC44A3-AS1	approved	SLC44A3-AS1
SLC44A3P1	approved	SLC44A3P1
SLC44A4	approved	SLC44A4
SLC44A5	approved	SLC44A5
SLC45A1	approved	SLC45A1
SLC45A2	approved	SLC45A2
SLC45A3	approved	SLC45A3
SLC45A4	approved	SLC45A4
SLC45A4-AS1	approved	SLC45A4-AS1
SLC45A4-AS2	approved	SLC45A4-AS2
SLC46A1	approved	SLC46A1
SLC46A2	approved	SLC46A2
SLC46A2-AS1	approved	SLC46A2-AS1
SLC46A3	approved	SLC46A3
SLC47A1	approved	SLC47A1
SLC47A1P1	approved	SLC47A1P1
SLC47A1P2	approved	SLC47A1P2
SLC47A2	approved	SLC47A2
SLC48A1	approved	SLC48A1
SLC49A3	approved	SLC49A3
SLC49A3-AS1	approved	SLC49A3-AS1
SLC49A4	approved	SLC49A4
SLC4A1	approved	SLC4A1
SLC4A10	approved	SLC4A10
SLC4A11	approved	SLC4A11
SLC4A1AP	approved	SLC4A1AP
SLC4A1APP1	approved	SLC4A1APP1
SLC4A1APP2	approved	SLC4A1APP2
SLC4A2	approved	SLC4A2
SLC4A3	approved	SLC4A3
SLC4A4	approved	SLC4A4
SLC4A4-AS1	approved	SLC4A4-AS1
SLC4A4-AS2	approved	SLC4A4-AS2
SLC4A5	approved	SLC4A5
SLC4A7	approved	SLC4A7
SLC4A8	approved	SLC4A8
SLC4A8-AS1	approved	SLC4A8-AS1
SLC4A9	approved	SLC4A9
SLC50A1	approved	SLC50A1
SLC51A	approved	SLC51A
SLC51B	approved	SLC51B
SLC52A1	approved	SLC52A1
SLC52A2	approved	SLC52A2
SLC52A3	approved	SLC52A3
SLC5A1	approved	SLC5A1
SLC5A10	approved	SLC5A10
SLC5A11	approved	SLC5A11
SLC5A12	approved	SLC5A12
SLC5A2	approved	SLC5A2
SLC5A3	approved	SLC5A3
SLC5A4	approved	SLC5A4
SLC5A4-AS1	approved	SLC5A4-AS1
SLC5A4P1	approved	SLC5A4P1
SLC5A5	approved	SLC5A5
SLC5A6	approved	SLC5A6
SLC5A7	approved	SLC5A7
SLC5A8	approved	SLC5A8
SLC5A9	approved	SLC5A9
SLC60A1	approved	SLC60A1
SLC60A1-AS1	approved	SLC60A1-AS1
SLC60A2	approved	SLC60A2
SLC60A2-DT	approved	SLC60A2-DT
SLC60A2P1	approved	SLC60A2P1
SLC61A1	approved	SLC61A1
SLC66A1	approved	SLC66A1
SLC66A1LP	approved	SLC66A1LP
SLC66A2	approved	SLC66A2
SLC66A2P1	approved	SLC66A2P1
SLC66A2P2	approved	SLC66A2P2
SLC66A3	approved	SLC66A3
SLC67A1	approved	SLC67A1
SLC67A1-AS	approved	SLC67A1-AS
SLC67A2	approved	SLC67A2
SLC68A1	approved	SLC68A1
SLC68A2P	approved	SLC68A2P
SLC6A1	approved	SLC6A1
SLC6A1-AS1	approved	SLC6A1-AS1
SLC6A10P	approved	SLC6A10P
SLC6A11	approved	SLC6A11
SLC6A12	approved	SLC6A12
SLC6A12-AS1	approved	SLC6A12-AS1
SLC6A13	approved	SLC6A13
SLC6A14	approved	SLC6A14
SLC6A14P1	approved	SLC6A14P1
SLC6A14P2	approved	SLC6A14P2
SLC6A14P3	approved	SLC6A14P3
SLC6A15	approved	SLC6A15
SLC6A16	approved	SLC6A16
SLC6A17	approved	SLC6A17
SLC6A17-AS1	approved	SLC6A17-AS1
SLC6A18	approved	SLC6A18
SLC6A19	approved	SLC6A19
SLC6A2	approved	SLC6A2
SLC6A20	approved	SLC6A20
SLC6A21P	approved	SLC6A21P
SLC6A3	approved	SLC6A3
SLC6A4	approved	SLC6A4
SLC6A5	approved	SLC6A5
SLC6A6	approved	SLC6A6
SLC6A6P1	approved	SLC6A6P1
SLC6A7	approved	SLC6A7
SLC6A8	approved	SLC6A8
SLC6A9	approved	SLC6A9
SLC71A1	approved	SLC71A1
SLC71A1-AS1	approved	SLC71A1-AS1
SLC71A2	approved	SLC71A2
SLC71A3P	approved	SLC71A3P
SLC75A1	approved	SLC75A1
SLC7A1	approved	SLC7A1
SLC7A10	approved	SLC7A10
SLC7A10-AS1	approved	SLC7A10-AS1
SLC7A11	approved	SLC7A11
SLC7A11-AS1	approved	SLC7A11-AS1
SLC7A11-AS2	approved	SLC7A11-AS2
SLC7A13	approved	SLC7A13
SLC7A14	approved	SLC7A14
SLC7A14-AS1	approved	SLC7A14-AS1
SLC7A15P	approved	SLC7A15P
SLC7A2	approved	SLC7A2
SLC7A2-IT1	approved	SLC7A2-IT1
SLC7A3	approved	SLC7A3
SLC7A4	approved	SLC7A4
SLC7A5	approved	SLC7A5
SLC7A5-AS1	approved	SLC7A5-AS1
SLC7A5P1	approved	SLC7A5P1
SLC7A5P2	approved	SLC7A5P2
SLC7A6	approved	SLC7A6
SLC7A6OS	approved	SLC7A6OS
SLC7A7	approved	SLC7A7
SLC7A8	approved	SLC7A8
SLC7A9	approved	SLC7A9
SLC8A1	approved	SLC8A1
SLC8A1-AS1	approved	SLC8A1-AS1
SLC8A2	approved	SLC8A2
SLC8A3	approved	SLC8A3
SLC8B1	approved	SLC8B1
SLC9A1	approved	SLC9A1
SLC9A2	approved	SLC9A2
SLC9A3	approved	SLC9A3
SLC9A3-AS1	approved	SLC9A3-AS1
SLC9A3-AS2	approved	SLC9A3-AS2
SLC9A3-OT1	approved	SLC9A3-OT1
SLC9A3P1	approved	SLC9A3P1
SLC9A3P2	approved	SLC9A3P2
SLC9A3P3	approved	SLC9A3P3
SLC9A3R1-AS1	approved	SLC9A3R1-AS1
SLC9A4	approved	SLC9A4
SLC9A5	approved	SLC9A5
SLC9A6	approved	SLC9A6
SLC9A7	approved	SLC9A7
SLC9A7P1	approved	SLC9A7P1
